work_id	volume_file	volume_title	volume_date	prenom_auteur	nom_auteur	volume_edition_id	first_edition	first_edition_titre	first_edition_date	list_edition_bnf
169	gbooks_h-JVAAAAcAAJ	L'Histoire de Palmerin d'Olive, fils du roy Florendos de Macedone, et la belle Griane, fille de Remicius Empereur de Constantinople. Discours plaisant et de singuliere recration, continue par l'Histoire de Primaleon de Grece	1609	none	none	NA	cb31608924z	L'Histoire de Palmerin d'Olive, filz du roy Florendos de Macédone et de la belle Griane, fille de Remicius empereur de Constantinople. Discours plaisant et de singulière récréation, traduit jadis par un auteur incertain de castillan en françoys, mis en lumiere, et en son entier, selon notre vulgaire par Jan Maugin, dit le Petit Angevin...	1553	cb31608924z, cb33418072g
170	gallica_bpt6k15161352	L'histoire de Primaleon de Grece continuant celle de Palmerin d'Olive empereur de Constantinople son père , naguere tirée tant de l'italien comme de l'espagnol, et mise en nostre vulgaire par François de Vernassal Querinois	1550	none	none	cb33549712k	cb33549712k	L'histoire de Primaleon de Grece continuant celle de Palmerin d'Olive empereur de Constantinople son père , naguere tirée tant de l'italien comme de l'espagnol, et mise en nostre vulgaire par François de Vernassal Querinois	1550	cb33549712k, cb31562043c, cb33549713x, cb334181048
171	gallica_btv1b8600122g	L'Histoire de tres noble et chevalereux prince Gerard conte de Nevers et de Rethel et de la vertueuse et tres chaste princesse Euriant de Savoye s'amye	1520	none	none	cb33403734f	cb33403734f	L'Histoire de tres noble et chevalereux prince Gerard conte de Nevers et de Rethel et de la vertueuse et tres chaste princesse Euriant de Savoye s'amye	1520	cb33403734f
172	gallica_btv1b8600111p	L'histoire du noble et tres-vaillant roy Alexandre le Grand, jadis roy et seigneur de tout le monde : &amp;amp; des grandes proësses qu'il a faictes en son temps, comme vous pourrez voir cy apres	1573	none	none	cb334189185	cb334189185	L'histoire du noble et tres-vaillant roy Alexandre le Grand, jadis roy et seigneur de tout le monde : &amp;amp; des grandes proësses qu'il a faictes en son temps, comme vous pourrez voir cy apres	1573	cb334189185
173	gallica_bpt6k324002x	L'Histoire du preux et vaillant chevalier Guerin de Montglave lequel fist en son temps plusieurs combatz et faictz darmes en plusieurs lieux et places...	1543	none	none	cb33409850d	cb33409850d	L'Histoire du preux et vaillant chevalier Guerin de Montglave lequel fist en son temps plusieurs combatz et faictz darmes en plusieurs lieux et places...	1543	cb33409850d
174	NA	NA	NA	none	none	NA	cb35510645r	L'histoire et ancienne cronique de Gérard d'Euphrate, duc de Bourgongne  traitant, pour la plus part, son origine, jeunesse, amours, &amp;amp; chevaleureux faits d'armes... mis de nouveau en nostre vulgaire Françoys	1580	cb35510645r
175	NA	L'Impiété domptée sous les fleurs de lys, par le R. P. Nicolas Caussin,...	1629	none	none	NA	cb335497148	L'histoire et poursuite de Primaléon de Grèce, fils de l'empereur de Constantinople, nommé Palmerin d'Olive . Ou est récité les proësse &amp;amp; chevalereux faits d'armes &amp;amp; d'amours, mise à fin par luy &amp;amp; le chevalier Giber... Avec les predictions des oracles qu'il reçeut, d'avantages les estranges advantures, combats, duelz cartelz &amp;amp; tournois entreprins &amp;amp; dressez par Don Edouard d'Angleterre, énamouré de l'infante Fleride, soeur de Primaleon. Nouvellement traduit dl'espagnol en françoys, par Guillaume Landre, d'Orleans.	1577	cb335497148
176	NA	NA	NA	none	none	NA	cb33240132v	L'hystoire des nobles et vaillans chevaliers, nommez Milles et Amys, lesquelz en leur vivant furent plains de grandes prouesses	1540	cb33240132v
177	gallica_btv1b8600137x	L'Hystoire plaisante et récréative faisant mention des prouesses et vaillances du noble Siperis de Vinevaulx et de ses dix-sept filz, nouvellement imprimée à Paris	1537	none	none	cb30629320f	cb30629320f	L'Hystoire plaisante et récréative faisant mention des prouesses et vaillances du noble Siperis de Vinevaulx et de ses dix-sept filz, nouvellement imprimée à Paris	1537	cb30629320f
178	gallica_bpt6k314232b	L'hystoire tres recreative traictant des faictz et gestes du noble et vaillant chevalier Theseus de Coulongne, par sa prouesse empereur de Romme, et aussi de son filz Gadifer empereur de Grece...	1534	none	none	NA	cb33625977h	L'hystoire tres recreative traictant des faictz et gestes du noble et vaillant chevalier Theseus de Coulongne, par sa prouesse empereur de Romme, et aussi de son filz Gadifer empereur de Grece...	1534	cb33625977h
179	gallica_btv1b8600062n	L'istoire du tres vaillant chevalier Paris et de la belle Vienne	1487	none	none	cb335263877	cb335263877	L'istoire du tres vaillant chevalier Paris et de la belle Vienne	1487	cb335263877
180	gallica_btv1b8600172c	L'ordre de chevalerie. - (A la fin :) Cy finist lordre de chevalerie ou on peult facilement congnoistre et entendre la noblesse de chevalerie... Lequel livre a esté nouvellement imprimé a Lyon sur le rosne et acheve le XI jour le juillet lan de grace mil cinq cens et dix pour Vincent de Dortunaris de Trinc libraire demourant au dict Lyon en la rue merciere	1510	none	none	cb33521492w	cb33521492w	L'ordre de chevalerie. - (A la fin :) Cy finist lordre de chevalerie ou on peult facilement congnoistre et entendre la noblesse de chevalerie... Lequel livre a esté nouvellement imprimé a Lyon sur le rosne et acheve le XI jour le juillet lan de grace mil cinq cens et dix pour Vincent de Dortunaris de Trinc libraire demourant au dict Lyon en la rue merciere	1510	cb33521492w
181	gallica_btv1b86000135	La Chronique de Turpin ,... faisant mention de la conqueste du très-puissant empire de Trébizonde faite par le très preux Regnaut de Montauban, fils du duc Aymond d'Ardaine, où sont comprinses plusieurs batailles tant par mer que par terre. Plus la généalogie et trahyson de Ganelon, comte de Mayence	1583	none	none	cb31506541s	cb31506541s	La Chronique de Turpin ,... faisant mention de la conqueste du très-puissant empire de Trébizonde faite par le très preux Regnaut de Montauban, fils du duc Aymond d'Ardaine, où sont comprinses plusieurs batailles tant par mer que par terre. Plus la généalogie et trahyson de Ganelon, comte de Mayence	1583	cb31506541s
182	gallica_btv1b8626170z	La Conqueste du cha//steau d'amours conquestée par l'umilité du Beau doulx. - (A la fin :) Cy fine la conqueste du chasteau d'amours conquestée // par la grant humilité du Beau doulx	1502	none	none	cb33322609z	cb33322609z	La Conqueste du cha//steau d'amours conquestée par l'umilité du Beau doulx. - (A la fin :) Cy fine la conqueste du chasteau d'amours conquestée // par la grant humilité du Beau doulx	1502	cb33322609z
183	gallica_btv1b8600088w	La conqueste du trespuissant empire de Trebisonde et de la spacieuse Asie . En laquelle sont comprinses plusieurs victorieuses batailles tant par mer que par terre ensemble maintes triumphantes entrees de villes et prinses dicelles decorees par stille poeticque et descriptions de pays avecques plusieurs joyeulx comptes damours qui jusques cy ne ont este veus et harengues tres eloquentes.	1517	none	none	cb333226047	cb333226047	La conqueste du trespuissant empire de Trebisonde et de la spacieuse Asie . En laquelle sont comprinses plusieurs victorieuses batailles tant par mer que par terre ensemble maintes triumphantes entrees de villes et prinses dicelles decorees par stille poeticque et descriptions de pays avecques plusieurs joyeulx comptes damours qui jusques cy ne ont este veus et harengues tres eloquentes.	1517	cb333226047
184	gallica_bpt6k8707243x	La Cronicque du tres-vaillant et redouté dam Flores de Grèce surnommé le chevalier des Cignes, second fils de Esplandian, empereur de Constantinople. Histoire non encore [...], mais belle entre les plus recommandées, mise en Francoys, par le seigneur des Essars, Nicolas de Herberay,...	1573	none	none	cb333938003	cb333938003	La Cronicque du tres-vaillant et redouté dam Flores de Grèce surnommé le chevalier des Cignes, second fils de Esplandian, empereur de Constantinople. Histoire non encore [...], mais belle entre les plus recommandées, mise en Francoys, par le seigneur des Essars, Nicolas de Herberay,...	1573	cb333938003
185	gallica_bpt6k1510046n	La cronicque et hystoire singuliere et fort récreative des conquestes et faictz bellicqueux du preux, vaillant et le nompareil chevalier Mabrian lequel par ses prouesses fut roy de Hierusalem... On les vend a Paris joingnant la première porte du palays en la bouticque de Jacques Nyverd... - (A la fin :) Fin de la Cronicque et hystoire excellente du preux vaillant et le nompareil chevalier Mabrian, roy de Hierusalem... Et fut achevé de imprimé a Paris le XX. jour de janvier lan mil cinq cens. XXX. par Jacques Nyverd...	1530	none	none	cb333013429	cb333013429	La cronicque et hystoire singuliere et fort récreative des conquestes et faictz bellicqueux du preux, vaillant et le nompareil chevalier Mabrian lequel par ses prouesses fut roy de Hierusalem... On les vend a Paris joingnant la première porte du palays en la bouticque de Jacques Nyverd... - (A la fin :) Fin de la Cronicque et hystoire excellente du preux vaillant et le nompareil chevalier Mabrian, roy de Hierusalem... Et fut achevé de imprimé a Paris le XX. jour de janvier lan mil cinq cens. XXX. par Jacques Nyverd...	1530	cb333013429
185	gallica_btv1b86001798	La cronicque et hystoire singuliere et fort récreative des conquestes et faictz bellicqueux du preux, vaillant et le nompareil chevalier Mabrian lequel par ses prouesses fut roy de Hierusalem... On les vend a Paris joingnant la première porte du palays en la bouticque de Jacques Nyverd... - (A la fin :) Fin de la Cronicque et hystoire excellente du preux vaillant et le nompareil chevalier Mabrian, roy de Hierusalem... Et fut achevé de imprimé a Paris le XX. jour de janvier lan mil cinq cens. XXX. par Jacques Nyverd...	1530	none	none	cb333013429	cb333013429	La cronicque et hystoire singuliere et fort récreative des conquestes et faictz bellicqueux du preux, vaillant et le nompareil chevalier Mabrian lequel par ses prouesses fut roy de Hierusalem... On les vend a Paris joingnant la première porte du palays en la bouticque de Jacques Nyverd... - (A la fin :) Fin de la Cronicque et hystoire excellente du preux vaillant et le nompareil chevalier Mabrian, roy de Hierusalem... Et fut achevé de imprimé a Paris le XX. jour de janvier lan mil cinq cens. XXX. par Jacques Nyverd...	1530	cb333013429
186	gallica_bpt6k853587m	La description de la superbe et imaginaire entree faicte à la Royne Gijllette passant à Venise, en faveur du Roy de la Malachie son futur espoux, le premier jour de Septembre 1582. Traduicte de langue caractérée en langue françoise	1582	none	none	cb33341275t	cb33341275t	La description de la superbe et imaginaire entree faicte à la Royne Gijllette passant à Venise, en faveur du Roy de la Malachie son futur espoux, le premier jour de Septembre 1582. Traduicte de langue caractérée en langue françoise	1582	cb33341275t
187	gallica_bpt6k15115384	La description, forme et lhistoire du noble chevalier Berinus et du vaillant et tres chevaleureux champion Aygres de Laymant son filz , lequel livre est tant solacieulx quil doit estre sur tous autres nomme le vray sentier dhonneur et lexemplaire de toute chevalerie nouvellement reduit de langage incongneu au vulgaire langage francois.	1543	none	none	cb332585145	cb332585145	La description, forme et lhistoire du noble chevalier Berinus et du vaillant et tres chevaleureux champion Aygres de Laymant son filz , lequel livre est tant solacieulx quil doit estre sur tous autres nomme le vray sentier dhonneur et lexemplaire de toute chevalerie nouvellement reduit de langage incongneu au vulgaire langage francois.	1543	cb332585145
187	gallica_btv1b7300366d	La description, forme et lhistoire du noble chevalier Berinus et du vaillant et tres chevaleureux champion Aygres de Laymant son filz , lequel livre est tant solacieulx quil doit estre sur tous autres nomme le vray sentier dhonneur et lexemplaire de toute chevalerie nouvellement reduit de langage incongneu au vulgaire langage francois.	1543	none	none	cb332585145	cb332585145	La description, forme et lhistoire du noble chevalier Berinus et du vaillant et tres chevaleureux champion Aygres de Laymant son filz , lequel livre est tant solacieulx quil doit estre sur tous autres nomme le vray sentier dhonneur et lexemplaire de toute chevalerie nouvellement reduit de langage incongneu au vulgaire langage francois.	1543	cb332585145
188	gallica_btv1b8600012r	La devise des armes des chevaliers de la Table Ronde, qui estoient du temps du tres renomme et vertueux Artus, roy de la grant Bretaigne, avec la description de leurs armoiries	1523	none	none	cb33344747p	cb33344747p	La devise des armes des chevaliers de la Table Ronde, qui estoient du temps du tres renomme et vertueux Artus, roy de la grant Bretaigne, avec la description de leurs armoiries	1523	cb33344747p, cb33344749c
189	gallica_btv1b8600181b	La fleur des batailles Doolin de Maience	1501	none	none	cb333557501	cb333557501	La fleur des batailles Doolin de Maience	1501	cb333557501
190	NA	NA	NA	none	none	NA	cb334738643	La Mariane du Filomène contenant cinq livres esquels sont descrits leurs amours, puis l'infidélité de l'un et les travaux de l'autre. Avec plusieurs belles histoires de l'inconstance et légèreté des femmes	1596	cb334738643
191	gallica_bpt6k3135566	La Plaisante et amoureuse hystoire du Chevalier doré, &amp;amp; de la pucelle surnommée Cueur d'acier	1541	none	none	NA	cb354903024	La Plaisante et amoureuse hystoire du Chevalier doré, &amp;amp; de la pucelle surnommée Cueur d'acier	1541	cb354903024
192	gbooks_DwQ8AAAAcAAJ	La plaisante histoire des amours de Florisée et Clareo, et de la peu fortunée Ysea	1554	none	none	NA	cb39336822q	La plaisante histoire des amours de Florisée &amp;amp; Clareo, &amp;amp; de la peu fortunée Ysea. Traduicte nouvellement de Castillan en Françoys par feu M. Iaques Vincent de Crest Arnault, en Dauphiné	1555	cb39336822q
193	gbooks_zwpXAAAAcAAJ	La terrible et merveilleuse vie de Robert le Diable, etc	1715	none	none	NA	cb33623586w	La Terrible et merveilleuse vie de Robert le Dyable, filz du duc Haubert de Normandie, lequel en son commencement estoit très maulvais et après fut nommé homme de Dieu. - (Fol. Aiiro :) Cy commence la Terrible et merveilleuse vie de Robert le Dyable lequel après fut nommé l'homme de Dieu. - (À la fin :) Cy fine la vie de Robert le Dyable, filz du duc de Normandie, novellement imprimée à Lyon par la veufve feu Bernabé Chaussard, demourant en rue Mercière près Nostre-Dame-de-Confort	1527	cb33623586w
194	gallica_bpt6k116776x	La Treselegante Delicieuse melliflue et tresplaisante hystoire du tresnoble victorieux et excellentissime roy Perceforest Roy de la grand Bretaigne...	1528	none	none	cb33530323r	cb33530323r	La Treselegante Delicieuse melliflue et tresplaisante hystoire du tresnoble victorieux et excellentissime roy Perceforest Roy de la grand Bretaigne...	1528	cb33530323r
195	gallica_btv1b8600079x	La triumphante et veritable histoire des haultz et chevaleureux faictz darmes du trespuissant et tresmagnanime et plus que victorieux prince Meliadus (dict le chevalier de la Croix) filz unicque de Maximian, empereur des Allemaignes	1534	none	none	cb31673061x	cb31673061x	La triumphante et veritable histoire des haultz et chevaleureux faictz darmes du trespuissant et tresmagnanime et plus que victorieux prince Meliadus (dict le chevalier de la Croix) filz unicque de Maximian, empereur des Allemaignes	1534	cb31673061x
196	NA	NA	NA	none	none	NA	cb35946342n	La victoire &amp;amp; grande desconfiture faicte par monsieur Danguyen aux Hespaignolz devant Carignant au pays de Piemond . Avec plusieurs aultres villes circonvoisines prinses par ledict seigneur Danguyen	1544	cb35946342n
197	gallica_bpt6k1520297x	Le Chevalier de la Croix. La triumphante et véritable hystoire des haulx et chevalereux faitz d'armes du trespuyssant et tresmagnanime et plus que victorieux prince Meliadus (dit le chevalier de la Croix), filz unicque de Maximian, empereur des Allemaignes	1535	none	none	cb316730628	cb316730628	Le Chevalier de la Croix. La triumphante et véritable hystoire des haulx et chevalereux faitz d'armes du trespuyssant et tresmagnanime et plus que victorieux prince Meliadus (dit le chevalier de la Croix), filz unicque de Maximian, empereur des Allemaignes	1535	cb316730628
198	NA	NA	NA	none	none	NA	cb33349801v	Le discours d'un cas effroyable et advanture estrange advenue à un laquais du Louvre le XIX jour de Mars 1578, avec deux oraisons pour se garder des surprises de l'ennemy et une autre en forme de confession...	1578	cb33349801v
199	gallica_bpt6k1521507v	Le discours d'une tres-grande cruauté commise par une damoyselle nommee Anne de Buringel, laquelle a fait empoisonner son mary, son pere, sa soeur, deux petis neveux qu'elle avoit, &amp;amp; de la mort d'un jeune gentilhomme qui s'en est ensuyvie, le tout pour la paillardise. Et comme s'estant remariée avec son paillard, Dieu a permis que la vérité a esté cogneuë, et de la punition d'iceux par justice . Le tout advenu à Lucere ville situee en Italie, à quatre journees pres de Naples, au moys d'Avril, 1587. Presentee à noble homme Jean de Columbet, gentilhomme ordinaire de la maison de monseigneur le duc de Guyse.	1587	none	none	cb33349843s	cb33349843s	Le discours d'une tres-grande cruauté commise par une damoyselle nommee Anne de Buringel, laquelle a fait empoisonner son mary, son pere, sa soeur, deux petis neveux qu'elle avoit, &amp;amp; de la mort d'un jeune gentilhomme qui s'en est ensuyvie, le tout pour la paillardise. Et comme s'estant remariée avec son paillard, Dieu a permis que la vérité a esté cogneuë, et de la punition d'iceux par justice . Le tout advenu à Lucere ville situee en Italie, à quatre journees pres de Naples, au moys d'Avril, 1587. Presentee à noble homme Jean de Columbet, gentilhomme ordinaire de la maison de monseigneur le duc de Guyse.	1587	cb33349843s
200	gbooks_tqFmAAAAcAAJ	Le Dixseptieme livre d'Amadis de Gaule . Continuant à traiter des amours, gestes &amp;amp; faicts heroiques des illustres &amp;amp; vertueux princes Sferamond &amp;amp; Amadis d'Astre...	1578	none	none	NA	cb361277770	Le Dixseptieme livre d'Amadis de Gaule . Continuant à traiter des amours, gestes &amp;amp; faicts heroiques des illustres &amp;amp; vertueux princes Sferamond &amp;amp; Amadis d'Astre...	1578	cb361277770
201	NA	Les divertissemens de Forges. Ou les avantures de plusieurs personnes de qualité sont fidèlement d'écrites. Nouvelle	1663	none	none	NA	cb33407090z	Le grand et espouventable purgatoire des prisonniers, avec l'emprisonnement d'iceux. Où se peuvent voir les peines innumerables que l'homme par les accidents de ceste vie peut éviter et souffrir, tant en sa misère que en sa prospérité...	1583	cb33407090z
202	gallica_bpt6k1527667b	Le grand signe merveilleux, advenu depuis peu de temps d'un jeune homme lequel étant devenu amoureux d'une religieuse et ne pouvant venir à bout de son entreprise, fut poussé du diable de faire marché avec la portière du dit monastère de quelque somme d'argent, et comme l'entreprise fut faite...	1583	none	none	cb33407402z	cb33407402z	Le grand signe merveilleux, advenu depuis peu de temps d'un jeune homme lequel étant devenu amoureux d'une religieuse et ne pouvant venir à bout de son entreprise, fut poussé du diable de faire marché avec la portière du dit monastère de quelque somme d'argent, et comme l'entreprise fut faite...	1583	cb33407402z
203	gallica_bpt6k1110525	Le liure des connoilles	1486	none	none	cb33378313v	cb33378312h	Le liure des connoilles	1484	cb33378312h, cb33378313v, cb333783115
204	NA	Les Amours de Philocaste...	1601	none	none	NA	cb33259278t	Le livre de Beufves De hantonne	1499	cb33259278t
205	gallica_btv1b86001494	Le livre de maistre regnard et de dame Hersant sa femme , livre plaisant et facetieux contenant maintz propos et subtilz passages couvers et cellez pour monstrer les conditions et meurs de plusieurs estatz et offices : comme sera declare cy apres	1534	none	none	cb31442515x	cb31442515x	Le livre de maistre regnard et de dame Hersant sa femme , livre plaisant et facetieux contenant maintz propos et subtilz passages couvers et cellez pour monstrer les conditions et meurs de plusieurs estatz et offices : comme sera declare cy apres	1534	cb31442515x
206	gallica_btv1b8600120n	Le Livre de messire Cleriadus et Meliadice	1514	none	none	cb33303571x	cb33303571x	Le Livre de messire Cleriadus et Meliadice	1514	cb33303571x
207	gallica_bpt6k1048549q	Le Livre des faits de messire Bertrand du Guesclin	1487	none	none	cb33258730z	cb33258730z	Le Livre des faits de messire Bertrand du Guesclin	1487	cb33258730z
207	gallica_bpt6k1110614	Le Livre des faits de messire Bertrand du Guesclin	1487	none	none	cb33258730z	cb33258730z	Le Livre des faits de messire Bertrand du Guesclin	1487	cb33258730z
207	gallica_bpt6k8713136g	Le Livre des faits de messire Bertrand du Guesclin	1487	none	none	cb33258730z	cb33258730z	Le Livre des faits de messire Bertrand du Guesclin	1487	cb33258730z
208	gallica_bpt6k1519826f	Le livre du Jouvencel lequel traicte de la guerre tant de assieger forteresses et pays, que assembler ostz et gouverner et duire gens en guerre selon Vegece, Frontin, Spartien et autres acteurs	1531	none	none	NA	cb35495314b	Le livre du Jouvencel lequel traicte de la guerre tant de assieger forteresses et pays, que assembler ostz et gouverner et duire gens en guerre selon Vegece, Frontin, Spartien et autres acteurs	1531	cb35495314b
209	gallica_bpt6k8707854s	Le Parangon de Nouvelles, Honnestes &amp;amp; delectables a tous ceulx qui desirent veoir et ouyr Choses nouvelles et recreatives soulz umbre et couleur de joyeusete, Utiles et proffitables a ung chescun vray amateur des bons propos et plaisans passetemps.	1531	none	none	cb33525788f	cb33525788f	Le Parangon de Nouvelles, Honnestes &amp;amp; delectables a tous ceulx qui desirent veoir et ouyr Choses nouvelles et recreatives soulz umbre et couleur de joyeusete, Utiles et proffitables a ung chescun vray amateur des bons propos et plaisans passetemps.	1531	cb33525788f
210	gallica_bpt6k8405216	Le patissier de Madrigal en Espaigne, estimé estre Dom Carles, fils du roy Philippe	1596	none	none	cb33528254g	cb33528254g	Le patissier de Madrigal en Espaigne, estimé estre Dom Carles, fils du roy Philippe	1596	cb33528254g
211	gallica_bpt6k1527359r	Le plaisant devis du Pet avecques la vertu propriété et signification diceluy quautre foys un noble champion auroit faict a sa dame Valentine malade de la collicque venteuse. Et comment par le pet on peult prognosticquer plusieurs bonnes adventures...	1540	none	none	cb335394476	cb335394476	Le plaisant devis du Pet avecques la vertu propriété et signification diceluy quautre foys un noble champion auroit faict a sa dame Valentine malade de la collicque venteuse. Et comment par le pet on peult prognosticquer plusieurs bonnes adventures...	1540	cb335394476
213	NA	NA	NA	none	none	NA	cb33539454g	Le plaisant et facétieux discours des animaux. Avec une histoire non moins véritable que plaisante advenue puis naguères en la ville de Florence. Nouvellement traduict de Tuscan en François	1556	cb33539454g
214	gallica_bpt6k15259470	Le premier livre d'Amadis de Gaule mis en francoys par le seigneur des Essars Nicolas de Herberay, ...	1550	none	none	cb35782461q	cb35782461q	Le premier livre d'Amadis de Gaule mis en francoys par le seigneur des Essars Nicolas de Herberay, ...	1550	cb35782461q
215	gallica_btv1b8600186d	Le Premier livre de Amadis de Gaule , traitant de maintes avantures d'armes &amp;amp; d'amours, qu'eurent plusieurs chevaliers &amp;amp; dames, tant du royaume de la grand'Bretaigne, que d'autres païs : traduit nouvellement d'espagnol en franc̜oys, par le seigneur des Essars Nicolas de Herberay	1548	none	none	NA	cb36127664c	Le Premier livre de Amadis de Gaule , traduict d'espaignol en franc̜oys, par le seigneur des Essars	1548	cb36127664c, cb361276631, cb36127662p
216	gallica_btv1b86001835	Le premier livre de l'histoire &amp;amp; ancienne cronique de Gerard d'Euphrate, duc de Bourgongne : traitant, pour la plus part, son origine, jeunesse, amours, &amp;amp; chevalereux faitz d'armes : avec rencontres, &amp;amp; avantures merveilleuses, de plusieurs chevaliers, &amp;amp; grans seigneurs de son temps : mis de nouveau en nostre vulgaire françoys.	1549	none	none	cb33547251m	cb33547251m	Le premier livre de l'histoire &amp;amp; ancienne cronique de Gerard d'Euphrate, duc de Bourgongne : traitant, pour la plus part, son origine, jeunesse, amours, &amp;amp; chevalereux faitz d'armes : avec rencontres, &amp;amp; avantures merveilleuses, de plusieurs chevaliers, &amp;amp; grans seigneurs de son temps : mis de nouveau en nostre vulgaire françoys.	1549	cb33547251m
217	gallica_btv1b8600177f	Le premier livre de la cronique du tresvaillant et redouté dom Flores de Gréce, surnommé le Chevalier des cignes, second fils d'Esplandian, empereur de Constantinople. Histoire non encore [...], mais belle entre les plus recommandées. Mise en françoys par le seigneur des Essars, Nicolas de Heberay,...	1552	none	none	cb33393801f	cb33393801f	Le premier livre de la cronique du tresvaillant et redouté dom Flores de Gréce, surnommé le Chevalier des cignes, second fils d'Esplandian, empereur de Constantinople. Histoire non encore [...], mais belle entre les plus recommandées. Mise en françoys par le seigneur des Essars, Nicolas de Heberay,...	1552	cb33393801f
218	gallica_bpt6k1526151f	Le premier[-tiers] volume de Lancelot du Lac ...	1533	none	none	cb33448419r	cb33448419r	Le premier[-tiers] volume de Lancelot du Lac ...	1533	cb33448419r
218	gallica_bpt6k15261538	Le premier[-tiers] volume de Lancelot du Lac ...	1533	none	none	cb33448419r	cb33448419r	Le premier[-tiers] volume de Lancelot du Lac ...	1533	cb33448419r
218	gallica_bpt6k15261553	Le premier[-tiers] volume de Lancelot du Lac ...	1533	none	none	cb33448419r	cb33448419r	Le premier[-tiers] volume de Lancelot du Lac ...	1533	cb33448419r
219	NA	NA	NA	none	none	NA	cb322819084	Le Prestre Jehan . - (Fol. a iiro :) [P]restre Jehan, par la grâce de Dieu, Roy tout puissant sur tous les roys chrestiens, mandous [sic] salut à l'Empereur de Romme et au Roy de France, noz amys. - (A la fin :) Donné en nostre saint palaix, l'an de nostre nativité cinq cens et sept. Cy finist le Prestre Jehan	1488	cb322819084
220	gallica_bpt6k10754587	Le Purgatoire des mauvais maris	1479	none	none	cb335589421	cb335589421	Le Purgatoire des mauvais maris	1479	cb335589421, cb35504134g
221	gallica_bpt6k1525967r	Le quatreiesme livre d'Amadis de Gaule mis en :francoys par le seigneur des Essars Nicolas de Herberay,...	1550	none	none	cb357824773	cb36127688c	Le Quatriesme livre de Amadis de Gaule , auquel on peult veoir quelle issue eut la guerre entreprise par le roy Lisuart contre Amadis...	1543	cb36127688c, cb357824773
221	gallica_btv1b8600189n	Le Quatriesme livre de Amadis de Gaule , auquel on peult veoir quelle issue eut la guerre entreprise par le roy Lisuart contre Amadis...	1543	none	none	cb36127688c	cb36127688c	Le Quatriesme livre de Amadis de Gaule , auquel on peult veoir quelle issue eut la guerre entreprise par le roy Lisuart contre Amadis...	1543	cb36127688c, cb357824773
222	gallica_bpt6k792782	Le quatriesme livre de Primaleon de Grece, filz de Palmerin d'Olive, Empereur de Constantinople. Auquel les faictz heroïques &amp;amp; merveilleuses amours du Prince Darinel, yssu du sang de Primaleon de Grece, &amp;amp; celles de la belle Richarde de Paris, sont proprement depaintes &amp;amp; naïfvement exprimées, avec occurences belles, gentilles &amp;amp; agreables sur toutes autres de semblable suject.	1583	none	none	NA	cb33549718n	Le quatriesme livre de Primaleon de Grece, filz de Palmerin d'Olive, Empereur de Constantinople. Auquel les faictz heroïques &amp;amp; merveilleuses amours du Prince Darinel, yssu du sang de Primaleon de Grece, &amp;amp; celles de la belle Richarde de Paris, sont proprement depaintes &amp;amp; naïfvement exprimées, avec occurences belles, gentilles &amp;amp; agreables sur toutes autres de semblable suject.	1583	cb33549718n, cb42437941t
223	NA	NA	NA	none	none	NA	cb335913237	Le roman des sept sages en latin	1495	cb335913237
224	gallica_btv1b8600138b	Le Rommant de Edipus filz du roy Layus , lequel Edipus tua son père et depuis espousa sa mère, et en eut quatre enfans, et parle de plusieurs choses excellentes	1539	none	none	cb335911768	cb335911768	Le Rommant de Edipus filz du roy Layus , lequel Edipus tua son père et depuis espousa sa mère, et en eut quatre enfans, et parle de plusieurs choses excellentes	1539	cb335911768
225	gallica_btv1b8600128z	Le Rommant de la belle Helaine de Constantinople : mere de sainct Martin de Tours et de sainct Brice. Avec lhistoire du roy Constant et de la royne Plaisance femme du Roy Descalongne et fille du roy de Jerusalem.	1557	none	none	cb33591192h	cb33591192h	Le Rommant de la belle Helaine de Constantinople : mere de sainct Martin de Tours et de sainct Brice. Avec lhistoire du roy Constant et de la royne Plaisance femme du Roy Descalongne et fille du roy de Jerusalem.	1557	cb33591192h, cb335911915
225	gallica_btv1b86001516	Le rommant de la belle Helaine de Constantinople, mère de sainct Martin de Tours en Touraine et de sainct Brice son frère	1568	none	none	cb335911915	cb33591192h	Le Rommant de la belle Helaine de Constantinople : mere de sainct Martin de Tours et de sainct Brice. Avec lhistoire du roy Constant et de la royne Plaisance femme du Roy Descalongne et fille du roy de Jerusalem.	1557	cb33591192h, cb335911915
226	gallica_bpt6k1525949t	Le second livre d'Amadis de Gaule mis en francoys par le seigneur des Essars Nicolas de Herberay,...	1550	none	none	cb357824684	cb357824684	Le second livre d'Amadis de Gaule mis en francoys par le seigneur des Essars Nicolas de Herberay,...	1550	cb357824684
227	gbooks_-zweAKY_JSIC	Le Thresor des livres d'Amadis de Gaule, assauoir les Harengues, Concions, Epistres, Complaintes, et autres choses les plus excellentes	1567	none	none	NA	cb354909541	Le Thresor des livres d'Amadis de Gaule , assçavoir les harengues, concions, epistres, complaintes, &amp;amp; autres choses les plus excellentes...	1564	cb354909541
